College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Academic_Score,Skill_Score,Placement_Score,Placement_Readiness,Risk_Score,Risk_Level,Skill_Gap
CLG0032,107,6.8,6.57,8,No,6,10,2,No,4.9,6.8,5.81,MEDIUM,4.19,MEDIUM,1.2
CLG0007,86,9.23,8.75,4,No,9,2,4,No,6.62,5.44,5.59,MEDIUM,4.41,MEDIUM,2.56
CLG0097,78,6.64,6.97,3,No,2,1,5,No,3.43,4.4,3.76,LOW,6.24,HIGH,3.6
CLG0059,101,8.51,8.07,4,No,1,10,5,Yes,5.69,8.2,6.58,HIGH,3.42,LOW,0.0
CLG0059,112,5.23,4.94,10,Yes,9,1,2,No,3.43,3.4,3.95,LOW,6.05,HIGH,4.6
CLG0095,74,6.93,6.97,1,Yes,1,6,2,No,2.94,4.02,3.35,LOW,6.65,HIGH,3.98
CLG0062,112,6.72,6.4,1,No,6,4,2,No,2.39,4.13,3.82,LOW,6.18,HIGH,3.87
CLG0017,112,9.08,9.41,5,Yes,10,2,4,Yes,7.35,5.64,6.41,HIGH,3.59,LOW,2.36
CLG0035,114,9.84,10.0,7,Yes,9,7,5,Yes,8.9,8.47,8.2,HIGH,1.8,LOW,0.0
CLG0086,118,7.3,7.56,9,No,5,8,2,Yes,6.26,5.71,6.1,HIGH,3.9,LOW,2.29
CLG0058,133,9.12,9.44,7,No,1,7,3,Yes,8.06,5.27,6.9,HIGH,3.1,LOW,2.73
CLG0029,94,8.5,8.22,5,No,7,10,4,Yes,6.13,8.6,6.8,HIGH,3.2,LOW,0.0
CLG0063,101,9.84,10.0,3,No,5,9,3,Yes,7.57,6.96,6.84,HIGH,3.16,LOW,1.04
CLG0056,93,9.06,8.92,8,Yes,7,1,3,No,7.98,3.8,5.6,MEDIUM,4.4,MEDIUM,4.2
CLG0063,100,5.39,5.56,7,No,5,10,3,No,2.98,7.4,5.16,MEDIUM,4.84,MEDIUM,0.6
CLG0082,122,8.57,8.19,4,No,3,6,4,Yes,5.82,6.02,6.12,HIGH,3.88,LOW,1.98
CLG0047,79,7.68,7.89,1,No,7,8,1,No,4.06,5.31,4.4,MEDIUM,5.6,MEDIUM,2.69
CLG0074,87,5.08,5.55,3,Yes,3,9,4,No,1.45,7.36,4.31,MEDIUM,5.69,MEDIUM,0.64
CLG0015,120,6.26,5.8,8,No,5,8,2,Yes,4.01,5.71,5.24,MEDIUM,4.76,MEDIUM,2.29
CLG0057,115,9.61,9.2,2,No,4,6,5,Yes,6.51,7.02,6.68,HIGH,3.32,LOW,0.98
CLG0007,94,9.63,9.25,9,No,3,8,3,Yes,8.9,6.11,6.91,HIGH,3.09,LOW,1.89
CLG0078,112,8.99,8.92,4,No,6,8,2,Yes,6.6,5.91,6.22,HIGH,3.78,LOW,2.09
CLG0090,105,9.91,9.7,7,No,7,1,3,No,8.73,3.8,6.11,HIGH,3.89,LOW,4.2
CLG0018,122,9.03,9.34,10,Yes,5,8,3,Yes,8.93,6.51,7.56,HIGH,2.44,LOW,1.49
CLG0082,101,5.05,5.02,7,Yes,0,7,5,No,2.38,6.67,4.65,MEDIUM,5.35,MEDIUM,1.33
CLG0006,115,6.44,6.42,8,Yes,6,8,2,Yes,4.57,5.91,5.46,MEDIUM,4.54,MEDIUM,2.09
CLG0043,139,5.15,5.37,7,No,3,8,0,No,2.7,3.71,4.24,LOW,5.76,HIGH,4.29
CLG0089,108,5.47,5.33,4,No,1,10,3,No,1.86,6.6,4.53,MEDIUM,5.47,MEDIUM,1.4
CLG0057,100,6.09,5.94,7,No,2,10,5,No,3.68,8.4,5.84,MEDIUM,4.16,MEDIUM,0.0
CLG0041,110,7.52,7.78,5,No,9,6,0,No,5.22,4.02,4.88,MEDIUM,5.12,MEDIUM,3.98
CLG0076,94,9.24,9.52,10,No,3,9,4,Yes,9.19,7.36,7.53,HIGH,2.47,LOW,0.64
CLG0051,135,9.31,8.82,7,No,6,3,3,Yes,7.72,4.49,6.49,HIGH,3.51,LOW,3.51
CLG0061,102,8.08,7.72,3,No,8,10,3,No,4.84,8.0,6.18,HIGH,3.82,LOW,0.0
CLG0094,95,9.64,9.35,10,No,9,1,5,No,9.31,5.8,6.97,HIGH,3.03,LOW,2.2
CLG0019,87,7.5,7.35,7,No,10,9,4,No,5.56,8.76,6.51,HIGH,3.49,LOW,0.0
CLG0021,116,9.45,9.24,7,Yes,5,10,2,Yes,8.11,6.6,7.17,HIGH,2.83,LOW,1.4
CLG0080,113,7.27,7.44,2,Yes,9,10,2,Yes,3.82,7.4,5.72,MEDIUM,4.28,MEDIUM,0.6
CLG0035,92,6.39,6.72,8,No,4,2,0,No,4.76,1.24,3.27,LOW,6.73,HIGH,6.76
CLG0071,108,9.58,9.27,7,No,8,3,4,No,8.21,5.69,6.71,HIGH,3.29,LOW,2.31
CLG0054,77,6.94,7.0,9,Yes,7,4,3,No,5.63,5.13,4.92,MEDIUM,5.08,MEDIUM,2.87
CLG0083,102,7.52,7.39,4,Yes,7,8,0,No,4.6,4.51,4.69,MEDIUM,5.31,MEDIUM,3.49
CLG0026,106,6.64,6.65,9,No,7,9,2,No,5.2,6.56,5.82,MEDIUM,4.18,MEDIUM,1.44
CLG0041,125,8.31,8.43,1,No,7,3,3,Yes,4.84,4.69,5.25,MEDIUM,4.75,MEDIUM,3.31
CLG0082,88,9.98,10.0,5,No,7,2,5,No,8.32,5.84,6.47,HIGH,3.53,LOW,2.16
CLG0012,80,5.13,4.82,10,No,9,2,2,No,3.28,3.84,3.51,LOW,6.49,HIGH,4.16
CLG0005,86,9.5,9.09,7,Yes,9,9,0,No,8.03,5.36,6.13,HIGH,3.87,LOW,2.64
CLG0026,79,5.02,5.15,4,No,6,8,2,No,1.46,5.91,3.6,LOW,6.4,HIGH,2.09
CLG0005,120,6.82,6.71,7,No,1,2,5,No,4.68,4.64,5.08,MEDIUM,4.92,MEDIUM,3.36
CLG0038,123,5.84,5.5,9,No,1,8,2,Yes,3.87,4.91,4.91,MEDIUM,5.09,MEDIUM,3.09
CLG0082,104,8.79,8.41,5,Yes,10,4,4,No,6.44,6.53,6.26,HIGH,3.74,LOW,1.47
CLG0006,118,5.25,5.31,5,No,4,6,5,No,2.05,7.02,4.94,MEDIUM,5.06,MEDIUM,0.98
CLG0001,102,7.77,7.57,2,No,5,5,0,No,4.22,2.78,3.84,LOW,6.16,HIGH,5.22
CLG0075,98,6.47,6.97,5,Yes,8,5,3,No,4.0,5.78,4.89,MEDIUM,5.11,MEDIUM,2.22
CLG0080,95,5.67,5.58,8,No,0,10,2,No,3.5,5.6,4.56,MEDIUM,5.44,MEDIUM,2.4
CLG0090,95,8.86,8.57,4,Yes,10,10,2,Yes,6.27,7.6,6.47,HIGH,3.53,LOW,0.4
CLG0039,76,6.09,6.22,2,Yes,6,7,1,No,2.22,4.67,3.35,LOW,6.65,HIGH,3.33
CLG0049,103,6.12,5.86,8,No,6,8,0,No,3.97,4.31,4.37,MEDIUM,5.63,MEDIUM,3.69
CLG0082,99,6.38,6.37,4,Yes,7,5,0,No,3.17,3.18,3.53,LOW,6.47,HIGH,4.82
CLG0100,111,7.93,7.91,5,Yes,0,4,3,No,5.56,3.73,4.91,MEDIUM,5.09,MEDIUM,4.27
CLG0037,101,8.3,8.25,7,No,9,2,4,No,6.7,5.44,5.88,MEDIUM,4.12,MEDIUM,2.56
CLG0090,97,5.09,5.39,5,No,3,5,3,No,2.01,4.78,3.67,LOW,6.33,HIGH,3.22
CLG0097,86,6.21,5.93,10,No,9,8,5,No,4.74,8.91,6.23,HIGH,3.77,LOW,0.0
CLG0001,101,7.15,7.55,4,Yes,4,1,0,No,4.5,0.8,3.15,LOW,6.85,HIGH,7.2
CLG0091,111,6.66,6.95,7,Yes,1,6,2,No,4.76,4.02,4.71,MEDIUM,5.29,MEDIUM,3.98
CLG0037,82,9.42,9.25,4,No,1,2,4,No,7.1,3.84,5.08,MEDIUM,4.92,MEDIUM,4.16
CLG0086,101,8.94,8.62,10,No,10,2,4,No,8.35,5.64,6.62,HIGH,3.38,LOW,2.36
CLG0019,103,8.13,7.91,4,No,3,8,0,No,5.35,3.71,4.68,MEDIUM,5.32,MEDIUM,4.29
CLG0077,89,6.69,6.52,2,No,2,6,0,No,2.8,2.62,2.99,LOW,7.01,HIGH,5.38
CLG0037,91,8.5,8.56,5,No,6,6,3,No,6.38,5.82,5.73,MEDIUM,4.27,MEDIUM,2.18
CLG0056,103,9.22,8.77,8,No,6,6,1,No,7.96,4.22,5.93,HIGH,4.07,MEDIUM,3.78
CLG0067,82,7.97,8.38,4,Yes,1,9,0,No,5.6,3.76,4.44,MEDIUM,5.56,MEDIUM,4.24
CLG0091,105,8.92,8.52,2,Yes,4,3,0,No,5.6,1.69,4.01,LOW,5.99,HIGH,6.31
CLG0035,86,8.75,8.53,9,No,4,2,3,No,7.84,3.64,5.36,MEDIUM,4.64,MEDIUM,4.36
CLG0073,115,7.86,7.47,6,No,7,5,0,No,5.53,3.18,4.75,MEDIUM,5.25,MEDIUM,4.82
CLG0084,135,6.56,6.32,3,Yes,7,6,5,No,2.91,7.62,5.82,MEDIUM,4.18,MEDIUM,0.38
CLG0026,87,8.73,9.07,10,No,10,9,3,Yes,8.56,7.96,7.39,HIGH,2.61,LOW,0.04
CLG0046,108,6.03,6.15,5,Yes,3,9,5,No,3.13,8.16,5.66,MEDIUM,4.34,MEDIUM,0.0
CLG0035,89,8.9,8.63,6,No,9,2,0,No,7.0,2.24,4.52,MEDIUM,5.48,MEDIUM,5.76
CLG0085,115,9.02,9.39,9,Yes,0,9,2,Yes,8.63,5.16,6.78,HIGH,3.22,LOW,2.84
CLG0096,81,9.11,9.41,5,No,5,9,0,No,7.37,4.56,5.46,MEDIUM,4.54,MEDIUM,3.44
CLG0022,107,7.36,7.61,9,Yes,6,6,1,No,6.33,4.22,5.35,MEDIUM,4.65,MEDIUM,3.78
CLG0014,86,5.96,6.31,1,No,0,1,4,No,1.87,3.2,2.8,LOW,7.2,HIGH,4.8
CLG0029,96,5.5,5.62,10,Yes,7,8,3,No,4.09,6.91,5.34,MEDIUM,4.66,MEDIUM,1.09
CLG0058,84,8.72,8.72,4,No,8,8,1,No,6.29,5.51,5.46,MEDIUM,4.54,MEDIUM,2.49
CLG0031,112,9.43,9.3,1,No,7,8,5,Yes,6.15,8.51,7.08,HIGH,2.92,LOW,0.0
CLG0017,87,8.25,7.97,2,Yes,2,8,3,No,4.8,5.91,5.07,MEDIUM,4.93,MEDIUM,2.09
CLG0023,108,5.72,5.78,2,Yes,8,10,1,No,1.67,6.4,4.37,MEDIUM,5.63,MEDIUM,1.6
CLG0059,94,9.67,10.0,10,No,9,5,3,No,9.8,5.98,7.22,HIGH,2.78,LOW,2.02
CLG0036,98,9.95,10.0,5,Yes,2,2,5,No,8.3,4.84,6.23,HIGH,3.77,LOW,3.16
CLG0089,102,7.17,7.59,1,No,3,9,3,No,3.54,6.56,5.08,MEDIUM,4.92,MEDIUM,1.44
CLG0082,88,7.97,7.83,10,Yes,5,6,5,No,7.19,7.22,6.57,HIGH,3.43,LOW,0.78
CLG0059,103,8.89,9.09,3,Yes,6,3,4,No,6.33,5.29,5.71,MEDIUM,4.29,MEDIUM,2.71
CLG0080,122,8.68,8.83,6,Yes,7,1,0,No,7.02,1.4,4.75,MEDIUM,5.25,MEDIUM,6.6
CLG0002,88,9.84,10.0,1,Yes,6,5,3,No,6.9,5.38,5.72,MEDIUM,4.28,MEDIUM,2.62
CLG0090,117,5.57,5.72,1,No,2,4,3,No,1.21,4.13,3.44,LOW,6.56,HIGH,3.87
CLG0098,122,7.9,7.62,3,No,10,4,5,No,4.66,7.33,6.18,HIGH,3.82,LOW,0.67
CLG0012,87,8.46,8.1,9,No,10,9,4,Yes,7.35,8.76,7.23,HIGH,2.77,LOW,0.0
CLG0010,78,9.45,9.93,2,No,1,6,5,No,6.95,6.42,5.98,HIGH,4.02,LOW,1.58
CLG0093,104,9.37,8.92,6,Yes,10,8,5,Yes,7.5,9.11,7.72,HIGH,2.28,LOW,0.0
CLG0002,91,9.89,9.86,3,No,1,9,3,Yes,7.5,6.16,6.32,HIGH,3.68,LOW,1.84
CLG0016,128,7.56,7.49,6,Yes,8,1,3,No,5.36,4.0,5.23,MEDIUM,4.77,MEDIUM,4.0
CLG0036,100,9.15,9.01,7,Yes,6,7,2,No,7.76,5.47,6.3,HIGH,3.7,LOW,2.53
CLG0049,87,7.14,7.42,7,Yes,6,7,2,No,5.39,5.47,5.13,MEDIUM,4.87,MEDIUM,2.53
CLG0036,82,7.11,7.36,2,No,4,9,5,No,3.67,8.36,5.51,MEDIUM,4.49,MEDIUM,0.0
CLG0086,116,6.27,6.68,3,No,5,1,2,No,3.0,2.6,3.52,LOW,6.48,HIGH,5.4
CLG0006,91,9.09,8.99,4,No,6,2,4,No,6.71,4.84,5.47,MEDIUM,4.53,MEDIUM,3.16
CLG0099,100,9.93,9.99,8,No,8,6,5,No,9.28,7.82,7.85,HIGH,2.15,LOW,0.18
CLG0095,114,6.28,6.67,5,No,9,4,3,No,3.66,5.53,4.92,MEDIUM,5.08,MEDIUM,2.47
CLG0002,92,5.28,5.77,1,No,3,5,4,No,1.07,5.58,3.53,LOW,6.47,HIGH,2.42
CLG0099,99,9.08,9.55,9,Yes,5,5,5,No,8.78,6.78,7.22,HIGH,2.78,LOW,1.22
CLG0028,99,8.1,8.32,1,Yes,0,10,4,Yes,4.63,7.2,5.72,MEDIUM,4.28,MEDIUM,0.8
CLG0007,110,9.8,9.44,2,No,6,1,1,No,6.8,2.0,4.7,MEDIUM,5.3,MEDIUM,6.0
CLG0021,108,6.26,5.78,7,No,3,1,0,No,3.66,0.6,2.85,LOW,7.15,HIGH,7.4
CLG0062,96,5.36,5.69,3,Yes,1,7,1,No,1.73,3.67,3.1,LOW,6.9,HIGH,4.33
CLG0089,100,7.46,7.8,6,Yes,3,3,5,No,5.53,5.49,5.42,MEDIUM,4.58,MEDIUM,2.51
CLG0082,94,5.43,5.68,8,Yes,7,5,5,No,3.43,7.18,5.15,MEDIUM,4.85,MEDIUM,0.82
CLG0041,77,6.31,6.09,5,No,1,8,5,No,3.25,7.31,4.84,MEDIUM,5.16,MEDIUM,0.69
CLG0043,103,5.63,5.77,1,No,0,5,0,No,1.28,1.78,2.28,LOW,7.72,HIGH,6.22
CLG0077,128,6.12,5.94,10,No,0,10,1,No,4.7,4.8,5.29,MEDIUM,4.71,MEDIUM,3.2
CLG0008,86,5.53,5.48,3,No,6,9,3,No,1.67,7.16,4.3,MEDIUM,5.7,MEDIUM,0.84
CLG0014,88,9.77,9.65,2,Yes,6,4,4,No,6.94,5.73,5.87,MEDIUM,4.13,MEDIUM,2.27
CLG0081,86,6.39,6.8,6,No,3,7,1,No,4.16,4.07,4.06,LOW,5.94,HIGH,3.93
CLG0077,110,7.22,6.95,5,No,4,8,1,No,4.43,4.71,4.84,MEDIUM,5.16,MEDIUM,3.29
CLG0011,106,9.49,9.57,7,Yes,4,7,3,No,8.38,5.87,6.81,HIGH,3.19,LOW,2.13
CLG0010,97,8.39,8.25,2,No,6,4,4,No,5.09,5.73,5.29,MEDIUM,4.71,MEDIUM,2.27
CLG0081,86,8.09,8.25,6,No,2,8,0,No,6.24,3.51,4.67,MEDIUM,5.33,MEDIUM,4.49
CLG0029,101,8.53,8.59,5,No,4,10,1,No,6.42,5.6,5.83,MEDIUM,4.17,MEDIUM,2.4
CLG0055,76,9.14,9.56,6,No,6,10,0,No,7.83,5.2,5.81,MEDIUM,4.19,MEDIUM,2.8
CLG0002,102,9.39,8.99,5,Yes,10,10,2,Yes,7.23,7.6,6.97,HIGH,3.03,LOW,0.4
CLG0001,113,8.21,7.93,7,No,6,4,5,No,6.41,6.53,6.41,HIGH,3.59,LOW,1.47
CLG0047,81,9.45,9.72,5,Yes,8,10,1,No,7.8,6.4,6.36,HIGH,3.64,LOW,1.6
CLG0091,77,7.68,7.55,7,Yes,3,8,4,No,5.81,6.91,5.7,MEDIUM,4.3,MEDIUM,1.09
CLG0083,123,6.39,6.06,1,No,0,8,2,Yes,1.95,4.71,4.07,LOW,5.93,HIGH,3.29
CLG0018,90,9.4,9.4,9,Yes,4,4,2,No,8.87,3.73,5.88,MEDIUM,4.12,MEDIUM,4.27
CLG0035,117,7.71,7.86,6,Yes,10,5,1,No,5.72,4.58,5.42,MEDIUM,4.58,MEDIUM,3.42
CLG0073,97,9.53,9.07,9,No,3,5,1,No,8.7,3.18,5.71,MEDIUM,4.29,MEDIUM,4.82
CLG0062,97,5.2,4.99,1,No,2,5,5,No,0.45,6.18,3.61,LOW,6.39,HIGH,1.82
CLG0025,106,6.99,7.3,2,Yes,6,3,2,No,3.55,3.69,4.01,LOW,5.99,HIGH,4.31
CLG0086,86,9.74,9.76,7,Yes,8,2,1,No,8.67,2.84,5.37,MEDIUM,4.63,MEDIUM,5.16
CLG0077,101,6.25,5.79,4,No,3,1,5,No,2.67,4.6,3.93,LOW,6.07,HIGH,3.4
CLG0029,94,9.71,9.49,10,No,5,3,4,No,9.45,5.09,6.72,HIGH,3.28,LOW,2.91
CLG0086,80,9.77,9.91,1,Yes,0,9,4,Yes,6.8,6.76,6.09,HIGH,3.91,LOW,1.24
CLG0080,105,9.41,9.11,5,Yes,0,7,2,No,7.33,4.27,5.73,MEDIUM,4.27,MEDIUM,3.73
CLG0019,96,7.82,8.15,4,Yes,2,2,1,No,5.34,1.64,3.73,LOW,6.27,HIGH,6.36
CLG0072,97,8.23,8.41,6,Yes,4,8,5,Yes,6.44,7.91,6.7,HIGH,3.3,LOW,0.09
CLG0076,81,9.35,9.32,7,Yes,5,8,5,Yes,8.11,8.11,7.17,HIGH,2.83,LOW,0.0
CLG0066,123,8.88,9.3,3,No,8,7,2,Yes,6.48,5.87,6.34,HIGH,3.66,LOW,2.13
CLG0069,113,8.15,8.04,6,No,8,6,4,Yes,6.12,7.02,6.49,HIGH,3.51,LOW,0.98
CLG0078,114,9.91,9.65,2,No,9,2,1,No,7.02,3.04,5.27,MEDIUM,4.73,MEDIUM,4.96
CLG0080,95,8.43,8.59,10,Yes,10,4,5,No,8.03,7.33,7.07,HIGH,2.93,LOW,0.67
CLG0098,74,9.88,9.95,4,Yes,0,1,4,No,7.89,3.2,5.0,MEDIUM,5.0,MEDIUM,4.8
CLG0010,129,5.29,5.13,10,Yes,1,7,5,No,3.61,6.87,5.7,MEDIUM,4.3,MEDIUM,1.13
CLG0072,99,5.69,5.53,9,Yes,10,2,1,No,3.81,3.24,3.81,LOW,6.19,HIGH,4.76
CLG0025,88,7.26,7.16,7,No,7,6,3,No,5.28,6.02,5.32,MEDIUM,4.68,MEDIUM,1.98
CLG0027,106,6.92,6.71,2,No,4,9,4,No,3.08,7.56,5.37,MEDIUM,4.63,MEDIUM,0.44
CLG0061,117,8.91,9.12,6,No,2,5,0,No,7.37,2.18,5.12,MEDIUM,4.88,MEDIUM,5.82
CLG0010,99,5.8,5.95,4,Yes,8,5,5,No,2.51,7.38,4.95,MEDIUM,5.05,MEDIUM,0.62
CLG0036,119,9.88,9.82,8,No,1,4,5,Yes,9.13,5.53,7.2,HIGH,2.8,LOW,2.47
CLG0039,116,6.58,6.48,8,No,6,1,1,No,4.7,2.0,3.96,LOW,6.04,HIGH,6.0
CLG0007,83,7.14,7.01,1,No,9,4,3,No,3.09,5.53,4.17,LOW,5.83,HIGH,2.47
CLG0015,89,6.37,6.15,8,No,7,9,3,No,4.33,7.36,5.5,MEDIUM,4.5,MEDIUM,0.64
CLG0013,114,7.9,7.49,10,Yes,1,9,3,Yes,6.9,6.16,6.47,HIGH,3.53,LOW,1.84
CLG0033,59,5.29,5.06,7,Yes,0,7,4,No,2.55,5.87,3.68,LOW,6.32,HIGH,2.13
CLG0099,97,5.75,5.57,1,No,2,4,5,No,1.2,5.73,3.73,LOW,6.27,HIGH,2.27
CLG0066,78,8.73,8.78,3,No,7,9,0,No,6.01,4.96,5.02,MEDIUM,4.98,MEDIUM,3.04
CLG0011,92,5.93,6.2,5,No,3,5,3,No,3.11,4.78,4.03,LOW,5.97,HIGH,3.22
CLG0021,95,6.18,6.08,3,No,4,10,5,No,2.5,8.8,5.44,MEDIUM,4.56,MEDIUM,0.0
CLG0078,94,8.96,9.4,3,No,8,2,2,No,6.6,3.64,5.0,MEDIUM,5.0,MEDIUM,4.36
CLG0089,91,5.47,5.8,1,Yes,3,9,1,No,1.21,4.96,3.32,LOW,6.68,HIGH,3.04
CLG0023,83,7.19,7.67,8,Yes,8,6,1,No,5.94,4.62,4.94,MEDIUM,5.06,MEDIUM,3.38
CLG0044,134,5.12,5.5,9,Yes,5,5,5,No,3.44,6.78,5.68,MEDIUM,4.32,MEDIUM,1.22
CLG0065,128,6.73,6.85,5,Yes,6,10,0,No,4.06,5.2,5.19,MEDIUM,4.81,MEDIUM,2.8
CLG0070,82,8.49,8.59,1,Yes,7,8,5,Yes,5.06,8.51,6.13,HIGH,3.87,LOW,0.0
CLG0036,123,5.45,5.08,1,Yes,9,2,0,No,0.67,2.24,2.57,LOW,7.43,HIGH,5.76
CLG0062,94,9.44,9.66,9,Yes,9,5,4,No,9.08,6.78,7.25,HIGH,2.75,LOW,1.22
CLG0082,101,9.55,9.65,1,Yes,0,10,2,Yes,6.47,5.6,5.85,MEDIUM,4.15,MEDIUM,2.4
CLG0042,99,5.52,5.53,9,Yes,8,8,1,No,3.7,5.51,4.68,MEDIUM,5.32,MEDIUM,2.49
CLG0069,90,9.95,10.0,3,No,1,4,3,No,7.64,3.93,5.47,MEDIUM,4.53,MEDIUM,4.07
CLG0052,114,6.49,6.43,3,No,2,10,3,Yes,2.95,6.8,5.15,MEDIUM,4.85,MEDIUM,1.2
CLG0001,101,5.42,5.44,4,No,0,10,1,No,1.91,4.8,3.71,LOW,6.29,HIGH,3.2
CLG0030,92,5.03,4.93,5,No,9,9,2,No,1.64,6.96,4.31,MEDIUM,5.69,MEDIUM,1.04
CLG0001,80,7.04,7.26,6,No,10,7,2,No,4.88,6.27,5.13,MEDIUM,4.87,MEDIUM,1.73
CLG0048,86,8.15,8.53,6,No,2,7,5,No,6.48,7.07,6.19,HIGH,3.81,LOW,0.93
CLG0014,75,6.66,7.0,10,No,1,9,3,No,5.8,6.16,5.37,MEDIUM,4.63,MEDIUM,1.84
CLG0092,100,9.18,9.47,9,No,6,3,1,No,8.79,2.89,5.68,MEDIUM,4.32,MEDIUM,5.11
CLG0031,82,8.58,8.09,1,No,6,3,3,No,4.75,4.49,4.4,MEDIUM,5.6,MEDIUM,3.51
CLG0062,96,6.75,7.16,9,No,5,10,4,No,5.64,8.2,6.48,HIGH,3.52,LOW,0.0
CLG0087,120,8.67,8.44,4,Yes,9,7,1,No,6.06,5.27,5.88,MEDIUM,4.12,MEDIUM,2.73
CLG0031,117,9.7,10.0,7,No,10,2,2,Yes,8.82,4.04,6.44,HIGH,3.56,LOW,3.96
CLG0007,99,5.47,5.17,6,No,3,10,3,No,2.41,7.0,4.76,MEDIUM,5.24,MEDIUM,1.0
CLG0020,98,6.53,6.47,9,No,2,3,0,No,5.0,1.29,3.49,LOW,6.51,HIGH,6.71
CLG0084,128,7.32,7.57,2,No,6,6,0,No,3.95,3.42,4.44,MEDIUM,5.56,MEDIUM,4.58
CLG0031,107,7.49,7.63,2,No,10,9,4,No,4.09,8.76,6.27,HIGH,3.73,LOW,0.0
CLG0009,95,7.71,7.63,7,No,2,4,0,No,5.89,1.73,3.97,LOW,6.03,HIGH,6.27
CLG0011,78,6.5,6.68,9,No,8,5,4,No,5.13,6.58,5.32,MEDIUM,4.68,MEDIUM,1.42
CLG0006,105,8.34,8.39,5,No,9,6,4,No,6.16,7.22,6.45,HIGH,3.55,LOW,0.78
CLG0043,112,8.23,8.01,7,No,7,3,2,Yes,6.48,3.89,5.36,MEDIUM,4.64,MEDIUM,4.11
CLG0059,90,7.89,8.04,8,Yes,6,2,2,No,6.63,3.24,4.79,MEDIUM,5.21,MEDIUM,4.76
CLG0018,104,5.57,5.27,8,Yes,1,4,1,No,3.21,2.33,3.29,LOW,6.71,HIGH,5.67
CLG0029,94,7.38,7.57,4,No,9,6,3,No,4.65,6.42,5.33,MEDIUM,4.67,MEDIUM,1.58
CLG0001,97,6.78,6.28,10,No,2,4,5,No,5.34,5.73,5.39,MEDIUM,4.61,MEDIUM,2.27
CLG0044,62,7.46,7.51,7,Yes,7,8,0,No,5.65,4.51,4.42,MEDIUM,5.58,MEDIUM,3.49
CLG0033,96,9.61,9.51,1,Yes,10,9,3,Yes,6.41,7.96,6.69,HIGH,3.31,LOW,0.04
CLG0067,114,7.4,7.2,4,No,2,8,3,Yes,4.39,5.91,5.37,MEDIUM,4.63,MEDIUM,2.09
CLG0038,90,5.07,5.09,5,No,7,7,4,No,1.78,7.27,4.46,MEDIUM,5.54,MEDIUM,0.73
CLG0041,100,7.19,7.34,10,Yes,3,2,0,No,6.37,1.04,3.97,LOW,6.03,HIGH,6.96
CLG0016,88,9.1,9.57,7,Yes,4,10,2,Yes,8.14,6.4,6.62,HIGH,3.38,LOW,1.6
CLG0038,105,8.9,9.23,6,No,8,2,3,No,7.44,4.44,5.85,MEDIUM,4.15,MEDIUM,3.56
CLG0063,96,7.57,7.79,4,No,10,10,4,No,4.92,9.2,6.59,HIGH,3.41,LOW,0.0
CLG0099,85,6.25,6.23,3,No,9,5,2,No,2.65,5.18,3.88,LOW,6.12,HIGH,2.82
CLG0090,119,7.33,7.22,6,Yes,1,4,4,No,5.03,4.73,5.24,MEDIUM,4.76,MEDIUM,3.27
CLG0100,113,7.82,7.35,10,No,2,4,3,No,6.75,4.13,5.58,MEDIUM,4.42,MEDIUM,3.87
CLG0085,90,10.0,9.86,5,No,0,4,5,No,8.23,5.33,6.26,HIGH,3.74,LOW,2.67
CLG0100,107,8.22,8.57,3,No,7,7,3,No,5.55,6.47,5.94,HIGH,4.06,LOW,1.53
CLG0083,108,8.47,8.35,4,No,10,3,3,No,5.87,5.29,5.61,MEDIUM,4.39,MEDIUM,2.71
CLG0009,109,7.46,7.42,2,Yes,8,2,0,No,3.92,2.04,3.55,LOW,6.45,HIGH,5.96
CLG0027,74,6.77,6.54,9,Yes,9,5,0,No,5.19,3.58,4.07,LOW,5.93,HIGH,4.42
CLG0031,115,9.06,8.83,7,No,8,6,5,Yes,7.58,7.82,7.42,HIGH,2.58,LOW,0.18
CLG0015,91,7.47,7.03,10,Yes,2,8,3,No,6.31,5.91,5.74,MEDIUM,4.26,MEDIUM,2.09
CLG0096,94,9.97,10.0,3,No,4,3,0,No,7.65,1.69,4.64,MEDIUM,5.36,MEDIUM,6.31
CLG0029,139,7.29,7.24,8,No,8,4,4,No,5.69,6.13,6.4,HIGH,3.6,LOW,1.87
CLG0009,104,5.34,5.45,8,Yes,4,4,4,No,3.2,5.33,4.49,MEDIUM,5.51,MEDIUM,2.67
CLG0044,94,8.41,8.46,1,Yes,0,4,5,No,4.92,5.33,5.01,MEDIUM,4.99,MEDIUM,2.67
CLG0081,66,5.23,5.53,5,Yes,0,7,5,No,2.2,6.67,3.98,LOW,6.02,HIGH,1.33
CLG0060,120,6.25,6.5,5,No,3,4,1,No,3.52,2.73,3.85,LOW,6.15,HIGH,5.27
CLG0078,79,6.77,7.04,3,Yes,6,7,2,No,3.56,5.47,4.26,MEDIUM,5.74,HIGH,2.53
CLG0039,84,8.7,8.7,2,No,6,4,4,No,5.6,5.73,5.27,MEDIUM,4.73,MEDIUM,2.27
CLG0051,95,7.47,7.32,1,Yes,6,10,2,No,3.52,6.8,5.05,MEDIUM,4.95,MEDIUM,1.2
